PPGRD,PAYPLANT
DG,DG-DEMONSTRATION GENERAL
DG,DG-DEMONSTRATION GENERAL
DG,DG-DEMONSTRATION GENERAL
DG,DG-DEMONSTRATION GENERAL
DG,DG-DEMONSTRATION GENERAL
DG,DG-DEMONSTRATION GENERAL
DJ,DJ-DEMONSTRATION ADMINISTRATIVE
DJ,DJ-DEMONSTRATION ADMINISTRATIVE
DJ,DJ-DEMONSTRATION ADMINISTRATIVE
DJ,DJ-DEMONSTRATION ADMINISTRATIVE
DJ,DJ-DEMONSTRATION ADMINISTRATIVE
DK,DK-DEMONSTRATION GENERAL SUPPORT
DK,DK-DEMONSTRATION GENERAL SUPPORT
DK,DK-DEMONSTRATION GENERAL SUPPORT
DK,DK-DEMONSTRATION GENERAL SUPPORT
DN,DN-DEFENSE NUCLEAR FACILITIES SAFETY BOARD EXCEPTED SERVICE EMPLOYEES
DN,DN-DEFENSE NUCLEAR FACILITIES SAFETY BOARD EXCEPTED SERVICE EMPLOYEES
DN,DN-DEFENSE NUCLEAR FACILITIES SAFETY BOARD EXCEPTED SERVICE EMPLOYEES
DN,DN-DEFENSE NUCLEAR FACILITIES SAFETY BOARD EXCEPTED SERVICE EMPLOYEES
DO,"DO-BUSINESS MANAGEMENT AND PROFESSIONAL CAREER PATH, AIR FORCE RESEARCH LABORATORY"
DO,"DO-BUSINESS MANAGEMENT AND PROFESSIONAL CAREER PATH, AIR FORCE RESEARCH LABORATORY"
DO,"DO-BUSINESS MANAGEMENT AND PROFESSIONAL CAREER PATH, AIR FORCE RESEARCH LABORATORY"
DO,"DO-BUSINESS MANAGEMENT AND PROFESSIONAL CAREER PATH, AIR FORCE RESEARCH LABORATORY"
DP,DP-DEMONSTRATION PROFESSIONAL
DP,DP-DEMONSTRATION PROFESSIONAL
DP,DP-DEMONSTRATION PROFESSIONAL
DP,DP-DEMONSTRATION PROFESSIONAL
DP,DP-DEMONSTRATION PROFESSIONAL
DP,DP-DEMONSTRATION PROFESSIONAL
DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER
DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER
DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER
DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER
DR,DR-DEMONSTRATIION AIR FORCE SCIENTIST AND ENGINEER
DS,DS-DEMONSTRATION SPECIALIST
DS,DS-DEMONSTRATION SPECIALIST
DS,DS-DEMONSTRATION SPECIALIST
DS,DS-DEMONSTRATION SPECIALIST
DS,DS-DEMONSTRATION SPECIALIST
DS,DS-DEMONSTRATION SPECIALIST
DT,DT-DEMONSTRATION TECHNICIAN
DT,DT-DEMONSTRATION TECHNICIAN
DT,DT-DEMONSTRATION TECHNICIAN
DT,DT-DEMONSTRATION TECHNICIAN
DT,DT-DEMONSTRATION TECHNICIAN
DU,"DU-MISSION SUPPORT CAREER PATH, AIR FORCE RESEARCH LABORATORY"
DU,"DU-MISSION SUPPORT CAREER PATH, AIR FORCE RESEARCH LABORATORY"
DU,"DU-MISSION SUPPORT CAREER PATH, AIR FORCE RESEARCH LABORATORY"
DU,"DU-MISSION SUPPORT CAREER PATH, AIR FORCE RESEARCH LABORATORY"
DX,"DX-TECHNICIAN CAREER PATH, AIR FORCE RESEARCH LABORATORY"
DX,"DX-TECHNICIAN CAREER PATH, AIR FORCE RESEARCH LABORATORY"
EJ,EJ-THE DEPARTMENT OF ENERGY ORGANIZATION ACT EXCEPTED SERVICE
EJ,EJ-THE DEPARTMENT OF ENERGY ORGANIZATION ACT EXCEPTED SERVICE
EJ,EJ-THE DEPARTMENT OF ENERGY ORGANIZATION ACT EXCEPTED SERVICE
EJ,EJ-THE DEPARTMENT OF ENERGY ORGANIZATION ACT EXCEPTED SERVICE
EK,EK-THE NATIONAL DEFENSE AUTHORIZATION ACT OF 1995 DEPARTMENT OF ENERGY EXCEPTED SERVICE
EK,EK-THE NATIONAL DEFENSE AUTHORIZATION ACT OF 1995 DEPARTMENT OF ENERGY EXCEPTED SERVICE
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EL,EL-NON-EXECUTIVE POSITIONS AT THE FEDERAL HOUSING FINANCE AGENCY
EM,EM-FDIC EXECUTIVE-LEVEL POSITIONS ONLY
EN,EN-NATIONAL NUCLEAR SECURITY ADMINISTRATION EXCEPTED SERVICE ONLY
EN,EN-NATIONAL NUCLEAR SECURITY ADMINISTRATION EXCEPTED SERVICE ONLY
EN,EN-NATIONAL NUCLEAR SECURITY ADMINISTRATION EXCEPTED SERVICE ONLY
EN,EN-NATIONAL NUCLEAR SECURITY ADMINISTRATION EXCEPTED SERVICE ONLY
ER,"ER-SCIENTIFIC, ENGINEERING & PROFESSONAL PERS OF THE ADV  RESEARCH PROJ AGCY-EN"
ER,"ER-SCIENTIFIC, ENGINEERING & PROFESSONAL PERS OF THE ADV  RESEARCH PROJ AGCY-EN"
ER,"ER-SCIENTIFIC, ENGINEERING & PROFESSONAL PERS OF THE ADV  RESEARCH PROJ AGCY-EN"
ET,ET-PROGRAM DIRECTOR OF THE ADVANCED RESEARCH PROJECTS     AGENCY-ENGERY
ET,ET-PROGRAM DIRECTOR OF THE ADVANCED RESEARCH PROJECTS     AGENCY-ENGERY
EV,EV-FEDERAL AVIATION ADMINISTRATION EXECUTIVE COMPENSATION PLAN
EV,EV-FEDERAL AVIATION ADMINISTRATION EXECUTIVE COMPENSATION PLAN
EV,EV-FEDERAL AVIATION ADMINISTRATION EXECUTIVE COMPENSATION PLAN
FJ,FJ-OFFICIALS ON NONCAREER APPOINTMENTS
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
FV,FV-FEDERAL AVIATION ADMINISTRATION CORE COMPENSATION PLAN
GE,GE-U.S. GOVERNMENT PRINTING OFFICE EMPLOYEES FORMERLY UNDER PAY PLAN SL (SENIOR LEVEL POSITIONS)
GI,GI-U.S. GOVERNMENT PRINTING OFFICE CRIMINAL INVESTIGATORS
GI,GI-U.S. GOVERNMENT PRINTING OFFICE CRIMINAL INVESTIGATORS
GI,GI-U.S. GOVERNMENT PRINTING OFFICE CRIMINAL INVESTIGATORS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IC,IC-EMPLOYEES HOLDING INCIDENT MANAGEMENT CADRE OF ON-CALL RESPONSE/RECOVERY EMPLOYEES(CORE)POSITIONS
IE,IE-SENIOR INTELLIGENCE EXECUTIVE SERVICE (SIES) PROGRAM
IH,IH-TEMPORARY EMPLOYEES HIRED IN RESPONSE TO A DISASTER OR EMERGENCY FROM AN IMPACTED COMMUNITY (LOCAL HIRES).
IJ,IJ-IMMIGRATION JUDGE SCHEDULE
IM,IM-EMPLOYEES HOLDING INCIDENT MANAGEMENT POSITIONS AND APPOINTED AND COMPENSATED UNDER SECTION 306(B)(1)
IM,IM-EMPLOYEES HOLDING INCIDENT MANAGEMENT POSITIONS AND APPOINTED AND COMPENSATED UNDER SECTION 306(B)(1)
IM,IM-EMPLOYEES HOLDING INCIDENT MANAGEMENT POSITIONS AND APPOINTED AND COMPENSATED UNDER SECTION 306(B)(1)
IM,IM-EMPLOYEES HOLDING INCIDENT MANAGEMENT POSITIONS AND APPOINTED AND COMPENSATED UNDER SECTION 306(B)(1)
IM,IM-EMPLOYEES HOLDING INCIDENT MANAGEMENT POSITIONS AND APPOINTED AND COMPENSATED UNDER SECTION 306(B)(1)
IP,IP-SENIOR INTELLIGENCE PROFESSIONAL (SIP) PROGRAM
IR,IR-INTERNAL REVENUE SERVICE BROADBAND CLASSIFICATION AND PAY SYSTEM POSITIONS ONLY
IR,IR-INTERNAL REVENUE SERVICE BROADBAND CLASSIFICATION AND PAY SYSTEM POSITIONS ONLY
IR,IR-INTERNAL REVENUE SERVICE BROADBAND CLASSIFICATION AND PAY SYSTEM POSITIONS ONLY
IT,IT-EMPLOYEES APPOINTED AND COMPENSATED UNDER SECTION 306(B)(1) OF THE ROBERT T STAFFORD DISASTER RELIEF
IT,IT-EMPLOYEES APPOINTED AND COMPENSATED UNDER SECTION 306(B)(1) OF THE ROBERT T STAFFORD DISASTER RELIEF
IT,IT-EMPLOYEES APPOINTED AND COMPENSATED UNDER SECTION 306(B)(1) OF THE ROBERT T STAFFORD DISASTER RELIEF
IT,IT-EMPLOYEES APPOINTED AND COMPENSATED UNDER SECTION 306(B)(1) OF THE ROBERT T STAFFORD DISASTER RELIEF
LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION
LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION
LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION
LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION
LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION
LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION
LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION
LE,LE-UNITED STATES SECRET SERVICE UNIFORM DIVISION
LL,LL-EXECUTIVES AT THE FEDERAL HOUSING FINANCE AGENCY
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
MC,MC-EMPLOYEES OF THE MILLENNIUM CHALLENGE CORPORATION APPOINTED UNDER PUBLIC LAW 108-199 ONLY.
NB,NB-OFFICE OF THE COMPTROLLER OF THE CURRENCY ONLY
NB,NB-OFFICE OF THE COMPTROLLER OF THE CURRENCY ONLY
NB,NB-OFFICE OF THE COMPTROLLER OF THE CURRENCY ONLY
NB,NB-OFFICE OF THE COMPTROLLER OF THE CURRENCY ONLY
NB,NB-OFFICE OF THE COMPTROLLER OF THE CURRENCY ONLY
NB,NB-OFFICE OF THE COMPTROLLER OF THE CURRENCY ONLY
NB,NB-OFFICE OF THE COMPTROLLER OF THE CURRENCY ONLY
NB,NB-OFFICE OF THE COMPTROLLER OF THE CURRENCY ONLY
NB,NB-OFFICE OF THE COMPTROLLER OF THE CURRENCY ONLY
NC,NC-ADMINISTRATIVE SUPPORT
NC,NC-ADMINISTRATIVE SUPPORT
NC,NC-ADMINISTRATIVE SUPPORT
ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING
ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING
ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING
ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING
ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING
ND,ND-DEMONSTRATION SCIENTIFIC AND ENGINEERING
NG,NG-DEMONSTRATION GENERAL SUPPORT
NG,NG-DEMONSTRATION GENERAL SUPPORT
NG,NG-DEMONSTRATION GENERAL SUPPORT
NG,NG-DEMONSTRATION GENERAL SUPPORT
NG,NG-DEMONSTRATION GENERAL SUPPORT
NH,NH-BUSINESS MANAGEMENT AND TECHNICAL MANAGEMENT PROFESSIONAL
NH,NH-BUSINESS MANAGEMENT AND TECHNICAL MANAGEMENT PROFESSIONAL
NH,NH-BUSINESS MANAGEMENT AND TECHNICAL MANAGEMENT PROFESSIONAL
NH,NH-BUSINESS MANAGEMENT AND TECHNICAL MANAGEMENT PROFESSIONAL
NJ,NJ-TECHNICAL MANAGEMENT SUPPORT
NJ,NJ-TECHNICAL MANAGEMENT SUPPORT
NJ,NJ-TECHNICAL MANAGEMENT SUPPORT
NK,NK-ADMINISTRATION SUPPORT
NK,NK-ADMINISTRATION SUPPORT
NK,NK-ADMINISTRATION SUPPORT
NM,NM-SUPERVISORS AND MANAGERS
NM,NM-SUPERVISORS AND MANAGERS
NM,NM-SUPERVISORS AND MANAGERS
NM,NM-SUPERVISORS AND MANAGERS
NN,NN-EMPLOYEES IN THE NATIONAL NUCLEAR SECURITY ADMINISTRATION'S ENGINEERING AND SCIENTIFIC CAREER PATH
NN,NN-EMPLOYEES IN THE NATIONAL NUCLEAR SECURITY ADMINISTRATION'S ENGINEERING AND SCIENTIFIC CAREER PATH
NN,NN-EMPLOYEES IN THE NATIONAL NUCLEAR SECURITY ADMINISTRATION'S ENGINEERING AND SCIENTIFIC CAREER PATH
NO,NO-ADMINISTRATIVE SPECIALIST/PROFESSIONAL
NO,NO-ADMINISTRATIVE SPECIALIST/PROFESSIONAL
NO,NO-ADMINISTRATIVE SPECIALIST/PROFESSIONAL
NO,NO-ADMINISTRATIVE SPECIALIST/PROFESSIONAL
NO,NO-ADMINISTRATIVE SPECIALIST/PROFESSIONAL
NO,NO-ADMINISTRATIVE SPECIALIST/PROFESSIONAL
NP,NP-SCIENCE AND ENGINEERING PROFESSIONAL
NP,NP-SCIENCE AND ENGINEERING PROFESSIONAL
NP,NP-SCIENCE AND ENGINEERING PROFESSIONAL
NP,NP-SCIENCE AND ENGINEERING PROFESSIONAL
NP,NP-SCIENCE AND ENGINEERING PROFESSIONAL
NQ,"NQ-EMPLOYEES IN THE NATIONAL NUCLEAR SECUIRTY ADMINISTRATION'S PROFESSIONAL, TECHNICAL, AND ADMIN CAREER PATH"
NQ,"NQ-EMPLOYEES IN THE NATIONAL NUCLEAR SECUIRTY ADMINISTRATION'S PROFESSIONAL, TECHNICAL, AND ADMIN CAREER PATH"
NQ,"NQ-EMPLOYEES IN THE NATIONAL NUCLEAR SECUIRTY ADMINISTRATION'S PROFESSIONAL, TECHNICAL, AND ADMIN CAREER PATH"
NQ,"NQ-EMPLOYEES IN THE NATIONAL NUCLEAR SECUIRTY ADMINISTRATION'S PROFESSIONAL, TECHNICAL, AND ADMIN CAREER PATH"
NR,NR-SCIENCE AND ENGINEERING TECHNICAL
NR,NR-SCIENCE AND ENGINEERING TECHNICAL
NR,NR-SCIENCE AND ENGINEERING TECHNICAL
NR,NR-SCIENCE AND ENGINEERING TECHNICAL
NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL
NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL
NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL
NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL
NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL
NT,NT-DEMONSTRATION ADMINISTRATIVE AND TECHNICAL
NU,NU-EMPLOYEES IN THE NATIONAL NUCLEAR SECURITY ADMINISTRATION'S TECHNICIAN AND ADMINISTRATIVE SUPPORT CAREER PATH
NU,NU-EMPLOYEES IN THE NATIONAL NUCLEAR SECURITY ADMINISTRATION'S TECHNICIAN AND ADMINISTRATIVE SUPPORT CAREER PATH
NV,NV-EMPLOYEES IN THE NATIONAL NUCLEAR SECURITY ADMINISTRATION'S NUCLEAR MATERIALS COURIER CAREER PATH
NV,NV-EMPLOYEES IN THE NATIONAL NUCLEAR SECURITY ADMINISTRATION'S NUCLEAR MATERIALS COURIER CAREER PATH
NV,NV-EMPLOYEES IN THE NATIONAL NUCLEAR SECURITY ADMINISTRATION'S NUCLEAR MATERIALS COURIER CAREER PATH
NV,NV-EMPLOYEES IN THE NATIONAL NUCLEAR SECURITY ADMINISTRATION'S NUCLEAR MATERIALS COURIER CAREER PATH
NX,"NX- EXECUTIVE-LEVEL AND MANAGERIAL POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82"
NX,"NX- EXECUTIVE-LEVEL AND MANAGERIAL POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82"
NY,"NY-ALL OTHER POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82, SUBTITLE G, SECTION"
NY,"NY-ALL OTHER POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82, SUBTITLE G, SECTION"
NY,"NY-ALL OTHER POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82, SUBTITLE G, SECTION"
NY,"NY-ALL OTHER POSITIONS IN THE CORPORATION FOR NATIONAL AND COMMUNITY SERVICE, P.L. 103-82, SUBTITLE G, SECTION"
NZ,NZ-NATIONAL ZOOLOGICAL PARK POLICE
NZ,NZ-NATIONAL ZOOLOGICAL PARK POLICE
NZ,NZ-NATIONAL ZOOLOGICAL PARK POLICE
OR,OR-EMPLOYEES OF THE OFFICE OF FINANCIAL RESEARCH (OFR) WITHIN THE DEPARTMENT OF THE TREASURY
OR,OR-EMPLOYEES OF THE OFFICE OF FINANCIAL RESEARCH (OFR) WITHIN THE DEPARTMENT OF THE TREASURY
OR,OR-EMPLOYEES OF THE OFFICE OF FINANCIAL RESEARCH (OFR) WITHIN THE DEPARTMENT OF THE TREASURY
OR,OR-EMPLOYEES OF THE OFFICE OF FINANCIAL RESEARCH (OFR) WITHIN THE DEPARTMENT OF THE TREASURY
OR,OR-EMPLOYEES OF THE OFFICE OF FINANCIAL RESEARCH (OFR) WITHIN THE DEPARTMENT OF THE TREASURY
OR,OR-EMPLOYEES OF THE OFFICE OF FINANCIAL RESEARCH (OFR) WITHIN THE DEPARTMENT OF THE TREASURY
OR,OR-EMPLOYEES OF THE OFFICE OF FINANCIAL RESEARCH (OFR) WITHIN THE DEPARTMENT OF THE TREASURY
OR,OR-EMPLOYEES OF THE OFFICE OF FINANCIAL RESEARCH (OFR) WITHIN THE DEPARTMENT OF THE TREASURY
PQ,"PQ-GOVERNMENT PRINTING OFFICE, POLICE, DAY RATE"
PQ,"PQ-GOVERNMENT PRINTING OFFICE, POLICE, DAY RATE"
PQ,"PQ-GOVERNMENT PRINTING OFFICE, POLICE, DAY RATE"
PQ,"PQ-GOVERNMENT PRINTING OFFICE, POLICE, DAY RATE"
PQ,"PQ-GOVERNMENT PRINTING OFFICE, POLICE, DAY RATE"
PQ,"PQ-GOVERNMENT PRINTING OFFICE, POLICE, DAY RATE"
PU,"PU-GOVERNMENT PRINTING OFFICE, WHITE-COLLAR, 10% NIGHT RATE"
PU,"PU-GOVERNMENT PRINTING OFFICE, WHITE-COLLAR, 10% NIGHT RATE"
PU,"PU-GOVERNMENT PRINTING OFFICE, WHITE-COLLAR, 10% NIGHT RATE"
PU,"PU-GOVERNMENT PRINTING OFFICE, WHITE-COLLAR, 10% NIGHT RATE"
PU,"PU-GOVERNMENT PRINTING OFFICE, WHITE-COLLAR, 10% NIGHT RATE"
PU,"PU-GOVERNMENT PRINTING OFFICE, WHITE-COLLAR, 10% NIGHT RATE"
PU,"PU-GOVERNMENT PRINTING OFFICE, WHITE-COLLAR, 10% NIGHT RATE"
PU,"PU-GOVERNMENT PRINTING OFFICE, WHITE-COLLAR, 10% NIGHT RATE"
PU,"PU-GOVERNMENT PRINTING OFFICE, WHITE-COLLAR, 10% NIGHT RATE"
PZ,"PZ-GOVERNMENT PRINTING OFFICE, POLICE, 10% NIGHT RATE"
PZ,"PZ-GOVERNMENT PRINTING OFFICE, POLICE, 10% NIGHT RATE"
PZ,"PZ-GOVERNMENT PRINTING OFFICE, POLICE, 10% NIGHT RATE"
PZ,"PZ-GOVERNMENT PRINTING OFFICE, POLICE, 10% NIGHT RATE"
RA,RA-DEPARTMENT OF AGRICULTURE POSITIONS IN THE SENIOR SCIENTIFIC RESEARCH SERVICE
RF,RF-EMPLOYEES APPOINTED AND COMPENSATED AS SPECIAL CONSULTANTS UNDER 42 U.S.C. 209(F). INCLUDES NON-CITIZENS WHOSE
RF,RF-EMPLOYEES APPOINTED AND COMPENSATED AS SPECIAL CONSULTANTS UNDER 42 U.S.C. 209(F). INCLUDES NON-CITIZENS WHOSE
RF,RF-EMPLOYEES APPOINTED AND COMPENSATED AS SPECIAL CONSULTANTS UNDER 42 U.S.C. 209(F). INCLUDES NON-CITIZENS WHOSE
RG,RG-SCIENTISTS APPOINTED AS FELLOWS AND COMPENSATED UNDER 42 U.S.C. 209(G). INCLUDES NON-CITIZENS WHOSE EMPLOYMENT
RG,RG-SCIENTISTS APPOINTED AS FELLOWS AND COMPENSATED UNDER 42 U.S.C. 209(G). INCLUDES NON-CITIZENS WHOSE EMPLOYMENT
RG,RG-SCIENTISTS APPOINTED AS FELLOWS AND COMPENSATED UNDER 42 U.S.C. 209(G). INCLUDES NON-CITIZENS WHOSE EMPLOYMENT
RS,RS-SENIOR BIOMEDICAL RESEARCH SERVICE
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SK,SK-NON-SUPERVISORTY POSTIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY
SN,SN-SENIOR LEVEL SYSTEM
SO,SO-EXECUTIVE POSITIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER THE ES PAY PLA
SO,SO-EXECUTIVE POSITIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER THE ES PAY PLA
SO,SO-EXECUTIVE POSITIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER THE ES PAY PLA
SP,SP-PARK POLICE
SP,SP-PARK POLICE
SP,SP-PARK POLICE
SP,SP-PARK POLICE
SP,SP-PARK POLICE
SP,SP-PARK POLICE
SP,SP-PARK POLICE
SS,SS-SENIOR STAFF POSITIONS
SS,SS-SENIOR STAFF POSITIONS
SS,SS-SENIOR STAFF POSITIONS
SS,SS-SENIOR STAFF POSITIONS
SV,SV-TRANSPORTATION SECURITY ADMINISTRATION EMPLOYEES OTHER THAN EXECUTIVES
SV,SV-TRANSPORTATION SECURITY ADMINISTRATION EMPLOYEES OTHER THAN EXECUTIVES
SV,SV-TRANSPORTATION SECURITY ADMINISTRATION EMPLOYEES OTHER THAN EXECUTIVES
SV,SV-TRANSPORTATION SECURITY ADMINISTRATION EMPLOYEES OTHER THAN EXECUTIVES
SV,SV-TRANSPORTATION SECURITY ADMINISTRATION EMPLOYEES OTHER THAN EXECUTIVES
